cpu_usage,memory_usage,net_io,disk_io,cloud_provider,region,vm_type,vCPU,RAM_GB,price_per_hour,latency_ms,throughput,cost,utilization,target
27.53,26.62,62.54,40.41,GCP,us-east-1,c5.2xlarge,8,16,0.34,39.17,676.23,77.0279,27.08,no_action
66.65,45.28,152.91,99.17,Azure,us-west-2,t3.medium,2,4,0.0464,122.55,606.8,21.4911,55.97,no_action
6.12,14.07,80.09,9.01,Azure,us-west-2,t3.micro,2,1,0.0116,59.38,1768.53,2.8718,10.1,scale_down
44.22,32.23,343.93,110.2,GCP,ap-south-1,m5.xlarge,4,16,0.192,196.47,170.36,20.5076,38.23,no_action
0.18,14.52,12.32,15.38,AWS,ap-south-1,t3.micro,2,1,0.0116,463.4,331.77,8.067,7.35,scale_down
69.8,52.16,313.82,98.86,Azure,us-east-1,t3.medium,2,4,0.0464,87.28,1833.81,10.9836,60.98,no_action
75.1,85.06,1083.13,647.38,GCP,us-east-1,t3.micro,2,1,0.0116,31.98,634.95,4.1751,80.08,scale_up
27.58,12.71,34.21,48.08,AWS,eu-west-1,m5.xlarge,4,16,0.192,225.2,983.21,48.7366,20.14,no_action
85.77,79.37,1225.11,777.78,Azure,us-east-1,t3.medium,2,4,0.0464,417.3,1971.68,26.4449,82.57,scale_up
32.31,46.08,369.5,162.59,AWS,us-west-2,m5.xlarge,4,16,0.192,375.74,720.4,87.8172,39.19,no_action
89.91,84.54,526.87,528.29,GCP,eu-west-1,t3.micro,2,1,0.0116,57.53,1067.4,3.3125,87.23,scale_up
70.41,51.0,382.91,113.04,GCP,ap-south-1,t3.medium,2,4,0.0464,226.13,255.67,6.9182,60.7,no_action
7.27,19.9,83.91,27.53,GCP,us-west-2,m5.xlarge,4,16,0.192,80.81,1458.95,83.0555,13.58,scale_down
17.21,10.25,64.85,3.42,GCP,ap-south-1,m5.xlarge,4,16,0.192,449.21,247.57,45.45,13.73,scale_down
38.63,52.22,333.57,101.75,GCP,us-west-2,t3.large,2,8,0.0928,426.45,177.69,23.8525,45.42,no_action
37.45,58.26,314.14,208.83,Azure,eu-west-1,c5.2xlarge,8,16,0.34,102.26,431.37,10.4844,47.86,no_action
27.86,22.16,30.63,13.25,AWS,eu-west-1,c5.2xlarge,8,16,0.34,349.62,393.81,23.0051,25.01,no_action
3.64,9.08,53.25,28.22,AWS,us-west-2,t3.medium,2,4,0.0464,302.29,340.85,12.715,6.36,scale_down
78.04,91.63,683.78,497.03,GCP,us-east-1,t3.micro,2,1,0.0116,246.17,59.28,2.0869,84.83,scale_up
93.2,94.39,757.48,764.65,GCP,eu-west-1,t3.medium,2,4,0.0464,195.85,1018.3,28.604,93.8,scale_up
45.62,67.31,469.06,175.59,AWS,us-west-2,t3.medium,2,4,0.0464,167.3,1476.89,1.2712,56.46,no_action
1.23,1.49,62.35,3.16,GCP,ap-south-1,m5.xlarge,4,16,0.192,165.68,1348.78,46.751,1.36,scale_down
51.39,61.32,400.06,164.2,AWS,us-west-2,c5.2xlarge,8,16,0.34,423.61,237.33,62.7637,56.36,no_action
13.99,23.76,40.23,21.25,GCP,ap-south-1,t3.micro,2,1,0.0116,194.53,1440.96,4.5781,18.87,no_action
85.54,71.2,949.08,646.57,AWS,us-west-2,t3.micro,2,1,0.0116,287.6,671.53,2.6433,78.37,scale_up
85.11,99.8,1368.56,638.78,GCP,ap-south-1,c5.2xlarge,8,16,0.34,260.73,576.35,126.777,92.45,scale_up
51.69,60.31,212.77,129.51,Azure,us-west-2,t3.medium,2,4,0.0464,462.7,121.89,16.2479,56.0,no_action
41.24,43.73,440.82,189.8,AWS,us-west-2,t3.micro,2,1,0.0116,259.8,208.16,0.1453,42.48,no_action
20.85,0.32,39.41,42.55,GCP,us-east-1,m5.xlarge,4,16,0.192,176.2,80.08,103.2006,10.58,no_action
38.64,58.77,208.62,129.05,Azure,us-east-1,t3.micro,2,1,0.0116,423.26,957.88,5.5976,48.7,no_action
36.97,44.92,183.61,223.95,Azure,eu-west-1,m5.xlarge,4,16,0.192,472.38,1991.07,62.3518,40.94,no_action
6.27,3.91,20.35,38.45,AWS,us-east-1,c5.2xlarge,8,16,0.34,215.63,1135.18,5.4759,5.09,scale_down
31.68,50.21,261.21,208.64,GCP,us-east-1,t3.micro,2,1,0.0116,312.49,250.29,8.1599,40.95,no_action
20.3,10.9,93.82,13.78,AWS,eu-west-1,t3.medium,2,4,0.0464,169.43,1404.61,25.5786,15.6,no_action
22.16,1.91,38.72,14.14,GCP,eu-west-1,t3.large,2,8,0.0928,155.72,1966.06,42.981,12.04,no_action
66.08,47.38,447.81,95.16,AWS,eu-west-1,m5.xlarge,4,16,0.192,474.1,445.36,45.2261,56.73,no_action
36.0,39.7,216.68,281.08,GCP,ap-south-1,t3.micro,2,1,0.0116,119.04,585.6,3.0922,37.85,no_action
25.97,17.32,67.4,0.83,AWS,ap-south-1,t3.medium,2,4,0.0464,172.78,1593.36,2.6314,21.64,no_action
30.33,57.67,364.54,59.6,AWS,ap-south-1,t3.large,2,8,0.0928,187.28,1958.27,28.1657,44.0,no_action
46.19,51.45,386.95,160.89,Azure,ap-south-1,t3.medium,2,4,0.0464,469.74,596.94,15.9086,48.82,no_action
96.57,84.42,568.75,629.83,GCP,us-east-1,t3.large,2,8,0.0928,211.5,1756.72,13.704,90.5,scale_up
15.38,8.73,46.94,42.89,Azure,eu-west-1,c5.2xlarge,8,16,0.34,155.93,393.43,31.8928,12.05,scale_down
75.24,72.26,875.85,792.33,Azure,us-east-1,m5.xlarge,4,16,0.192,8.54,918.89,45.6416,73.75,no_action
83.8,91.17,1021.55,374.79,GCP,us-west-2,c5.2xlarge,8,16,0.34,480.9,1275.46,187.5642,87.48,scale_up
4.03,14.03,60.59,21.42,AWS,us-east-1,t3.micro,2,1,0.0116,18.42,1569.17,0.0993,9.03,scale_down
29.6,7.53,50.97,45.44,GCP,us-east-1,t3.micro,2,1,0.0116,393.67,979.94,7.8964,18.56,no_action
7.88,14.17,32.43,47.61,GCP,us-west-2,m5.xlarge,4,16,0.192,412.7,1420.91,81.3127,11.02,scale_down
78.86,83.19,1010.46,455.28,AWS,eu-west-1,t3.medium,2,4,0.0464,161.65,183.06,10.1623,81.02,scale_up
65.74,55.01,475.06,219.93,AWS,us-east-1,t3.large,2,8,0.0928,287.24,1224.29,62.9708,60.37,no_action
86.25,90.79,1233.16,897.25,AWS,eu-west-1,t3.micro,2,1,0.0116,147.32,1081.06,4.4597,88.52,scale_up
25.6,14.95,60.32,11.36,AWS,ap-south-1,m5.xlarge,4,16,0.192,274.17,1392.99,71.3098,20.27,no_action
96.3,94.52,513.66,837.44,Azure,ap-south-1,t3.micro,2,1,0.0116,19.33,486.9,0.2817,95.41,scale_up
45.39,62.4,195.32,106.1,AWS,eu-west-1,m5.xlarge,4,16,0.192,254.73,529.09,1.4464,53.9,no_action
2.39,21.21,65.43,43.63,GCP,us-west-2,m5.xlarge,4,16,0.192,125.85,905.72,128.0006,11.8,no_action
86.45,81.83,1367.06,446.4,Azure,ap-south-1,t3.medium,2,4,0.0464,483.53,1916.69,8.3078,84.14,scale_up
9.69,26.67,16.06,8.65,GCP,ap-south-1,m5.xlarge,4,16,0.192,137.05,247.87,31.9871,18.18,no_action
93.68,71.44,1448.52,726.7,Azure,ap-south-1,m5.xlarge,4,16,0.192,8.36,1530.07,71.16,82.56,scale_up
74.25,39.66,372.51,229.0,GCP,eu-west-1,t3.medium,2,4,0.0464,305.63,186.27,22.6279,56.96,no_action
6.33,25.25,3.04,42.19,GCP,us-east-1,t3.medium,2,4,0.0464,232.86,443.0,4.5095,15.79,no_action
87.09,76.6,753.98,826.62,Azure,eu-west-1,t3.medium,2,4,0.0464,49.34,1433.57,9.0921,81.85,scale_up
6.52,11.0,39.09,48.82,AWS,ap-south-1,t3.large,2,8,0.0928,477.56,1602.27,16.2171,8.76,scale_down
65.0,64.33,437.95,139.92,Azure,ap-south-1,t3.large,2,8,0.0928,345.18,632.54,4.1566,64.67,no_action
6.78,5.28,86.62,22.21,GCP,us-east-1,t3.micro,2,1,0.0116,72.84,1725.8,6.8181,6.03,scale_down
1.58,3.13,56.9,26.57,AWS,ap-south-1,m5.xlarge,4,16,0.192,231.69,799.61,59.7197,2.35,scale_down
87.96,91.67,674.16,628.13,Azure,eu-west-1,c5.2xlarge,8,16,0.34,358.66,894.81,6.9603,89.81,scale_up
38.18,50.17,229.12,114.53,Azure,us-east-1,c5.2xlarge,8,16,0.34,234.67,275.24,227.1367,44.17,no_action
57.95,42.07,459.9,207.1,GCP,us-east-1,t3.large,2,8,0.0928,222.13,87.13,33.4243,50.01,no_action
7.55,24.71,8.53,43.31,AWS,us-west-2,t3.micro,2,1,0.0116,252.1,600.11,2.2228,16.13,no_action
77.61,74.37,1377.13,616.91,GCP,eu-west-1,t3.large,2,8,0.0928,236.29,222.36,43.4333,75.99,no_action
19.29,9.47,62.15,10.99,Azure,us-east-1,c5.2xlarge,8,16,0.34,225.2,1799.83,32.9838,14.38,scale_down
67.57,58.41,145.0,233.98,Azure,ap-south-1,c5.2xlarge,8,16,0.34,141.17,1281.82,83.6916,62.99,no_action
18.09,19.63,99.82,3.75,GCP,eu-west-1,m5.xlarge,4,16,0.192,115.39,821.71,48.2027,18.86,scale_down
19.39,19.42,12.83,32.51,Azure,ap-south-1,t3.medium,2,4,0.0464,491.33,1824.52,14.6965,19.4,scale_down
76.61,87.78,1325.04,815.0,Azure,eu-west-1,t3.large,2,8,0.0928,234.49,1570.7,63.2717,82.19,scale_up
99.31,80.8,977.87,513.17,GCP,us-east-1,t3.medium,2,4,0.0464,342.84,1327.84,23.9107,90.06,scale_up
60.01,34.1,104.77,84.92,GCP,ap-south-1,m5.xlarge,4,16,0.192,359.29,1945.86,135.9021,47.06,no_action
66.96,39.79,268.52,259.71,AWS,us-west-2,t3.large,2,8,0.0928,439.17,493.93,36.8286,53.37,no_action
22.8,1.46,84.37,21.9,Azure,us-west-2,c5.2xlarge,8,16,0.34,174.49,1097.49,22.6722,12.13,no_action
26.09,5.68,40.11,47.39,GCP,us-east-1,t3.medium,2,4,0.0464,201.31,258.49,17.5761,15.89,no_action
56.84,40.97,110.64,233.81,AWS,us-east-1,c5.2xlarge,8,16,0.34,314.7,1165.7,181.6521,48.9,no_action
42.77,57.75,222.33,239.81,GCP,eu-west-1,c5.2xlarge,8,16,0.34,311.78,164.05,125.7077,50.26,no_action
17.36,18.55,78.15,35.16,GCP,us-east-1,t3.micro,2,1,0.0116,418.06,121.87,6.2462,17.96,scale_down
73.11,31.34,331.92,91.63,AWS,us-east-1,m5.xlarge,4,16,0.192,357.55,360.02,32.6862,52.22,no_action
30.66,66.85,490.43,105.57,AWS,us-west-2,m5.xlarge,4,16,0.192,108.01,1509.9,35.1705,48.75,no_action
14.8,27.35,92.8,8.27,GCP,eu-west-1,t3.micro,2,1,0.0116,6.15,1968.02,7.5691,21.08,no_action
97.88,77.97,1395.82,362.09,Azure,eu-west-1,t3.medium,2,4,0.0464,330.0,1814.9,5.6762,87.93,scale_up
20.3,9.05,18.83,15.19,GCP,us-east-1,m5.xlarge,4,16,0.192,51.04,296.3,14.6402,14.68,no_action
85.59,83.57,1233.64,804.01,Azure,us-east-1,t3.medium,2,4,0.0464,274.77,182.7,7.9481,84.58,scale_up
54.18,57.08,373.07,207.18,GCP,ap-south-1,t3.medium,2,4,0.0464,136.72,87.62,15.2448,55.63,no_action
29.75,4.91,69.18,33.71,Azure,eu-west-1,m5.xlarge,4,16,0.192,490.08,1971.35,94.9866,17.33,no_action
96.43,94.51,948.35,593.54,GCP,eu-west-1,t3.large,2,8,0.0928,112.79,165.82,38.354,95.47,scale_up
5.24,26.24,73.74,12.64,GCP,ap-south-1,t3.medium,2,4,0.0464,38.31,543.31,30.4791,15.74,no_action
44.21,61.65,372.22,124.89,GCP,us-west-2,c5.2xlarge,8,16,0.34,231.58,200.16,219.9009,52.93,no_action
56.82,34.3,106.77,277.39,GCP,eu-west-1,t3.large,2,8,0.0928,138.47,1641.16,66.7726,45.56,no_action
40.66,33.36,408.01,207.54,Azure,us-west-2,c5.2xlarge,8,16,0.34,494.3,695.17,15.4384,37.01,no_action
81.79,94.48,878.32,353.04,GCP,eu-west-1,t3.micro,2,1,0.0116,174.4,1962.95,5.2634,88.14,scale_up
4.13,1.63,1.85,7.18,Azure,us-east-1,t3.micro,2,1,0.0116,330.68,1457.68,6.5714,2.88,scale_down
32.84,54.45,493.49,140.2,AWS,us-west-2,t3.medium,2,4,0.0464,377.66,1005.07,4.3104,43.64,no_action
66.72,47.28,418.56,198.85,AWS,eu-west-1,t3.large,2,8,0.0928,443.86,827.78,40.4139,57.0,no_action
77.34,70.5,1373.53,441.88,GCP,us-west-2,t3.medium,2,4,0.0464,109.7,1474.71,10.7226,73.92,no_action
25.55,25.91,40.68,38.12,AWS,eu-west-1,t3.medium,2,4,0.0464,76.22,27.15,0.7127,25.73,no_action
38.98,60.02,398.57,86.38,Azure,us-west-2,t3.medium,2,4,0.0464,439.6,545.69,32.816,49.5,no_action
67.35,46.63,203.32,266.75,AWS,us-west-2,t3.medium,2,4,0.0464,336.29,901.69,16.3235,56.99,no_action
21.06,15.22,44.15,6.53,AWS,us-west-2,t3.medium,2,4,0.0464,149.04,1739.23,30.2204,18.14,no_action
18.56,2.45,21.77,12.52,GCP,eu-west-1,t3.medium,2,4,0.0464,416.7,931.77,16.2878,10.51,scale_down
35.82,45.03,139.66,205.74,Azure,us-west-2,m5.xlarge,4,16,0.192,226.2,1558.19,30.6275,40.43,no_action
21.31,12.57,51.73,4.21,GCP,us-east-1,m5.xlarge,4,16,0.192,492.37,1336.15,39.5915,16.94,no_action
43.79,68.49,485.8,122.36,Azure,eu-west-1,t3.micro,2,1,0.0116,242.41,1945.96,0.0522,56.14,no_action
83.27,77.45,1488.01,533.63,GCP,ap-south-1,c5.2xlarge,8,16,0.34,367.64,1372.6,52.1854,80.36,scale_up
40.54,30.79,451.76,291.4,GCP,eu-west-1,t3.large,2,8,0.0928,174.08,683.63,0.566,35.67,no_action
94.75,88.49,544.86,673.53,GCP,us-east-1,t3.large,2,8,0.0928,157.91,743.76,51.4517,91.62,scale_up
4.18,15.61,3.71,4.03,AWS,us-east-1,t3.micro,2,1,0.0116,337.81,1381.47,2.8596,9.89,scale_down
88.55,99.05,647.85,864.53,Azure,ap-south-1,t3.large,2,8,0.0928,95.53,1139.21,25.248,93.8,scale_up
74.23,51.46,301.05,114.44,Azure,us-west-2,t3.micro,2,1,0.0116,352.17,38.6,0.4246,62.84,no_action
88.55,83.79,998.97,343.33,AWS,us-west-2,c5.2xlarge,8,16,0.34,343.8,1011.41,187.3883,86.17,scale_up
37.76,64.9,345.25,89.3,AWS,eu-west-1,t3.micro,2,1,0.0116,481.36,1041.55,0.6196,51.33,no_action
90.56,98.03,706.53,741.02,AWS,eu-west-1,c5.2xlarge,8,16,0.34,433.89,1046.56,163.9487,94.3,scale_up
99.08,97.53,1264.57,347.45,AWS,us-east-1,t3.medium,2,4,0.0464,226.51,212.76,0.5775,98.3,scale_up
65.5,39.35,355.68,108.92,AWS,ap-south-1,t3.medium,2,4,0.0464,358.26,1748.62,4.2767,52.42,no_action
85.69,74.83,1200.35,755.32,GCP,us-east-1,m5.xlarge,4,16,0.192,57.37,1017.22,112.6494,80.26,scale_up
46.14,51.17,333.76,249.22,Azure,us-east-1,t3.micro,2,1,0.0116,173.78,1612.88,2.8358,48.66,no_action
45.0,49.68,329.11,109.58,Azure,ap-south-1,t3.micro,2,1,0.0116,398.01,978.1,2.7977,47.34,no_action
3.19,23.35,17.05,22.37,GCP,us-west-2,m5.xlarge,4,16,0.192,109.18,1382.27,121.3029,13.27,no_action
44.79,41.12,173.77,174.38,Azure,us-east-1,m5.xlarge,4,16,0.192,141.59,1464.71,10.7696,42.96,no_action
64.91,43.55,325.49,101.24,AWS,us-west-2,c5.2xlarge,8,16,0.34,372.29,114.04,208.7526,54.23,no_action
62.52,42.77,462.36,81.66,GCP,eu-west-1,t3.medium,2,4,0.0464,93.37,991.13,2.78,52.64,no_action
9.65,1.04,12.72,45.73,Azure,us-west-2,c5.2xlarge,8,16,0.34,249.3,912.61,9.6415,5.34,scale_down
77.75,81.5,1337.16,819.18,GCP,eu-west-1,t3.medium,2,4,0.0464,303.41,1457.8,3.8882,79.63,scale_up
16.19,2.32,1.8,5.12,AWS,us-east-1,t3.large,2,8,0.0928,208.2,1867.05,42.6223,9.26,scale_down
74.15,59.62,147.2,239.13,Azure,eu-west-1,t3.medium,2,4,0.0464,52.15,64.67,13.512,66.88,no_action
54.31,32.01,125.16,96.84,Azure,eu-west-1,t3.micro,2,1,0.0116,21.07,1489.27,6.0445,43.16,no_action
82.53,77.47,872.31,452.8,GCP,us-east-1,t3.large,2,8,0.0928,247.03,820.74,65.9199,80.0,scale_up
50.7,41.17,247.76,89.88,AWS,us-west-2,c5.2xlarge,8,16,0.34,443.35,29.92,216.0537,45.94,no_action
56.71,38.4,146.53,292.53,AWS,us-west-2,m5.xlarge,4,16,0.192,15.88,1607.37,108.9787,47.56,no_action
92.44,89.28,1282.75,862.49,GCP,eu-west-1,t3.large,2,8,0.0928,347.5,320.14,16.3361,90.86,scale_up
92.58,82.08,1420.04,690.15,AWS,eu-west-1,m5.xlarge,4,16,0.192,49.76,1896.23,35.8853,87.33,scale_up
20.45,26.66,69.25,12.18,GCP,us-west-2,t3.medium,2,4,0.0464,466.17,218.62,8.9854,23.56,no_action
21.22,5.71,36.67,5.29,AWS,us-east-1,t3.medium,2,4,0.0464,315.96,251.53,32.9387,13.46,no_action
30.18,50.05,253.51,293.02,AWS,eu-west-1,t3.medium,2,4,0.0464,83.78,714.77,14.041,40.11,no_action
93.23,85.01,915.16,401.52,Azure,us-west-2,c5.2xlarge,8,16,0.34,97.83,31.0,22.6901,89.12,scale_up
83.44,70.54,900.33,629.93,Azure,eu-west-1,t3.micro,2,1,0.0116,311.69,1330.35,6.9866,76.99,scale_up
4.7,29.24,84.25,25.04,GCP,eu-west-1,t3.micro,2,1,0.0116,490.8,203.78,2.5393,16.97,no_action
59.9,48.11,434.22,290.4,Azure,us-west-2,c5.2xlarge,8,16,0.34,388.67,1247.65,148.6766,54.0,no_action
15.27,1.87,38.39,22.22,Azure,ap-south-1,m5.xlarge,4,16,0.192,75.1,213.97,74.1119,8.57,scale_down
84.74,98.55,819.72,820.86,GCP,us-east-1,t3.medium,2,4,0.0464,441.22,706.87,2.824,91.64,scale_up
13.28,14.56,77.79,19.12,GCP,us-west-2,t3.medium,2,4,0.0464,224.35,758.62,12.3015,13.92,scale_down
14.52,21.85,31.65,17.11,Azure,us-east-1,m5.xlarge,4,16,0.192,101.26,1128.28,43.617,18.18,no_action
52.93,51.83,243.77,70.37,GCP,us-west-2,c5.2xlarge,8,16,0.34,100.7,1901.98,100.2507,52.38,no_action
99.47,81.59,767.26,552.91,GCP,us-east-1,m5.xlarge,4,16,0.192,51.73,260.15,57.4038,90.53,scale_up
34.73,56.88,354.17,251.44,AWS,us-west-2,m5.xlarge,4,16,0.192,413.5,1737.72,57.362,45.81,no_action
5.26,0.3,14.88,38.79,GCP,us-east-1,t3.micro,2,1,0.0116,226.16,900.53,7.9769,2.78,scale_down
32.92,48.63,196.1,167.45,AWS,us-east-1,t3.medium,2,4,0.0464,230.46,1168.47,11.9488,40.77,no_action
38.67,54.26,370.99,181.44,GCP,ap-south-1,t3.micro,2,1,0.0116,360.46,1167.09,7.9164,46.46,no_action
53.85,31.11,198.66,164.9,Azure,us-west-2,t3.medium,2,4,0.0464,316.11,1118.93,24.8219,42.48,no_action
59.19,59.09,353.5,85.13,Azure,us-west-2,c5.2xlarge,8,16,0.34,224.26,1127.26,207.8972,59.14,no_action
69.71,38.14,449.34,64.94,GCP,us-east-1,m5.xlarge,4,16,0.192,444.86,664.86,43.6202,53.93,no_action
6.25,6.16,18.95,6.28,AWS,us-east-1,c5.2xlarge,8,16,0.34,158.95,1772.99,189.779,6.2,scale_down
97.19,74.12,836.35,652.05,Azure,ap-south-1,t3.medium,2,4,0.0464,55.94,1462.96,12.9655,85.65,scale_up
93.37,77.56,990.81,345.32,GCP,us-west-2,t3.micro,2,1,0.0116,310.84,1335.06,3.1699,85.47,scale_up
42.1,30.84,389.14,58.12,Azure,us-east-1,t3.medium,2,4,0.0464,299.66,1083.0,32.3676,36.47,no_action
67.85,69.87,272.14,130.07,Azure,eu-west-1,t3.micro,2,1,0.0116,453.79,390.57,5.1445,68.86,no_action
74.19,57.64,453.28,287.05,Azure,us-west-2,t3.large,2,8,0.0928,245.94,1407.63,56.9389,65.91,no_action
22.99,19.74,82.39,32.38,Azure,us-west-2,t3.large,2,8,0.0928,484.63,1430.78,61.789,21.36,no_action
63.73,59.1,351.95,139.95,AWS,ap-south-1,c5.2xlarge,8,16,0.34,205.88,1941.17,27.8139,61.42,no_action
81.92,71.97,1205.99,442.93,Azure,eu-west-1,t3.medium,2,4,0.0464,197.39,892.97,29.7821,76.95,scale_up
73.33,54.31,493.35,260.28,Azure,eu-west-1,t3.micro,2,1,0.0116,22.8,1320.22,2.4034,63.82,no_action
20.5,1.57,78.28,42.28,AWS,us-east-1,m5.xlarge,4,16,0.192,400.55,1021.87,32.3436,11.03,no_action
88.43,92.12,1127.31,583.02,Azure,us-west-2,c5.2xlarge,8,16,0.34,480.09,1355.55,222.2488,90.27,scale_up
67.87,52.18,460.65,281.55,Azure,eu-west-1,c5.2xlarge,8,16,0.34,9.5,160.07,61.5427,60.03,no_action
57.31,37.54,421.99,291.83,AWS,eu-west-1,t3.large,2,8,0.0928,137.96,994.7,5.8387,47.43,no_action
86.05,80.02,1021.83,651.39,Azure,us-west-2,t3.micro,2,1,0.0116,9.21,1524.4,5.9584,83.04,scale_up
82.08,96.44,1093.65,664.72,AWS,eu-west-1,t3.large,2,8,0.0928,204.67,1356.18,12.7657,89.26,scale_up
45.35,59.9,319.91,163.09,AWS,us-east-1,m5.xlarge,4,16,0.192,88.86,1277.27,134.757,52.63,no_action
15.09,19.86,91.26,43.69,AWS,ap-south-1,m5.xlarge,4,16,0.192,253.4,880.92,47.0859,17.48,scale_down
94.76,83.62,801.66,530.41,AWS,us-east-1,c5.2xlarge,8,16,0.34,427.93,1500.51,66.9102,89.19,scale_up
54.01,53.86,246.41,251.78,AWS,eu-west-1,m5.xlarge,4,16,0.192,264.03,242.33,18.0092,53.93,no_action
22.92,7.43,3.63,5.09,Azure,eu-west-1,m5.xlarge,4,16,0.192,365.6,407.34,51.4452,15.18,no_action
85.16,84.55,1040.83,791.02,Azure,ap-south-1,t3.medium,2,4,0.0464,89.98,1617.58,23.1619,84.86,scale_up
66.8,51.97,471.92,286.97,GCP,eu-west-1,t3.medium,2,4,0.0464,39.31,918.26,20.3866,59.39,no_action
64.04,61.77,297.84,273.69,AWS,us-west-2,c5.2xlarge,8,16,0.34,137.5,827.09,220.011,62.9,no_action
12.93,5.94,43.8,20.44,GCP,eu-west-1,t3.medium,2,4,0.0464,217.31,1175.27,17.4336,9.43,scale_down
46.16,62.33,255.22,248.99,AWS,eu-west-1,t3.medium,2,4,0.0464,156.35,154.96,31.1608,54.24,no_action
83.64,94.23,746.35,337.95,GCP,us-east-1,m5.xlarge,4,16,0.192,70.2,1718.9,87.6845,88.94,scale_up
96.89,92.57,517.65,610.2,GCP,ap-south-1,t3.medium,2,4,0.0464,267.14,807.76,9.9679,94.73,scale_up
94.75,76.53,1177.04,781.93,Azure,eu-west-1,c5.2xlarge,8,16,0.34,283.13,1484.36,162.1384,85.64,scale_up
89.28,92.36,878.96,481.66,GCP,us-west-2,c5.2xlarge,8,16,0.34,232.38,1637.75,227.6687,90.82,scale_up
83.48,84.95,938.67,430.96,Azure,ap-south-1,c5.2xlarge,8,16,0.34,69.57,35.03,37.9779,84.21,scale_up
95.69,82.83,1096.06,353.79,AWS,eu-west-1,c5.2xlarge,8,16,0.34,171.99,188.5,235.399,89.26,scale_up
10.34,4.83,56.32,47.19,GCP,eu-west-1,m5.xlarge,4,16,0.192,6.9,483.87,129.7428,7.58,scale_down
19.18,25.6,73.74,44.11,GCP,eu-west-1,t3.micro,2,1,0.0116,219.77,1497.72,8.3499,22.39,no_action
43.69,33.46,100.57,162.4,AWS,us-west-2,c5.2xlarge,8,16,0.34,419.25,1148.91,244.6062,38.58,no_action
57.08,32.58,489.01,186.01,AWS,us-east-1,m5.xlarge,4,16,0.192,282.1,1045.03,84.5023,44.83,no_action
1.5,18.1,80.68,7.85,AWS,ap-south-1,t3.medium,2,4,0.0464,12.44,632.3,19.6678,9.8,scale_down
56.95,40.98,260.01,244.58,AWS,eu-west-1,t3.medium,2,4,0.0464,470.9,1725.14,18.8718,48.96,no_action
77.66,90.65,759.79,452.8,GCP,us-west-2,c5.2xlarge,8,16,0.34,499.11,383.97,36.5347,84.16,scale_up
80.48,83.93,933.25,779.82,AWS,us-west-2,t3.medium,2,4,0.0464,371.04,858.37,11.1793,82.21,scale_up
76.36,90.0,1307.54,605.21,GCP,us-east-1,t3.large,2,8,0.0928,32.08,1075.59,62.529,83.18,scale_up
53.41,69.01,486.31,103.82,AWS,us-west-2,t3.large,2,8,0.0928,406.5,402.51,14.3407,61.21,no_action
96.32,81.63,823.19,861.1,AWS,us-east-1,m5.xlarge,4,16,0.192,184.84,786.67,14.8378,88.98,scale_up
27.44,5.01,12.12,4.27,AWS,eu-west-1,t3.large,2,8,0.0928,455.17,395.31,27.8687,16.23,no_action
68.48,47.28,254.44,222.46,AWS,us-east-1,m5.xlarge,4,16,0.192,303.21,223.42,70.3437,57.88,no_action
40.18,64.91,425.83,108.48,Azure,ap-south-1,t3.micro,2,1,0.0116,104.31,1433.12,2.6384,52.55,no_action
85.69,91.99,836.31,497.16,AWS,ap-south-1,t3.medium,2,4,0.0464,146.03,961.78,6.0727,88.84,scale_up
76.88,86.07,1354.46,302.93,AWS,us-east-1,t3.medium,2,4,0.0464,468.65,221.49,28.1363,81.47,scale_up
70.53,67.2,253.43,172.93,GCP,eu-west-1,t3.large,2,8,0.0928,448.64,1615.35,0.3368,68.87,no_action
79.99,71.13,1143.37,457.51,GCP,us-east-1,t3.medium,2,4,0.0464,30.91,469.65,26.7995,75.56,no_action
2.09,1.75,92.7,32.42,AWS,us-west-2,t3.large,2,8,0.0928,192.9,1512.57,44.9526,1.92,scale_down
25.98,5.17,85.05,43.89,GCP,eu-west-1,m5.xlarge,4,16,0.192,276.97,1315.8,52.9591,15.57,no_action
44.43,33.74,270.84,82.19,AWS,ap-south-1,t3.micro,2,1,0.0116,474.07,955.59,2.6577,39.08,no_action
9.17,17.79,53.77,0.24,GCP,us-west-2,c5.2xlarge,8,16,0.34,40.83,587.83,216.0112,13.48,scale_down
23.72,7.29,90.84,4.66,GCP,eu-west-1,c5.2xlarge,8,16,0.34,236.73,1776.21,157.1038,15.5,no_action
28.68,15.94,39.97,47.69,AWS,us-east-1,t3.large,2,8,0.0928,322.84,603.32,8.5309,22.31,no_action
35.06,33.03,330.83,210.66,AWS,us-west-2,t3.micro,2,1,0.0116,425.67,592.1,1.4084,34.04,no_action
79.85,86.1,1434.82,800.97,GCP,ap-south-1,t3.micro,2,1,0.0116,422.05,613.38,3.5934,82.98,scale_up
24.07,10.46,69.39,7.98,GCP,ap-south-1,t3.micro,2,1,0.0116,448.66,814.94,3.8117,17.26,no_action
31.75,37.47,432.5,241.69,AWS,eu-west-1,t3.medium,2,4,0.0464,178.57,759.85,17.8466,34.61,no_action
41.19,30.62,166.71,201.67,Azure,ap-south-1,c5.2xlarge,8,16,0.34,356.02,51.9,9.2446,35.91,no_action
6.84,22.2,30.97,42.94,Azure,eu-west-1,c5.2xlarge,8,16,0.34,351.73,809.61,18.9929,14.52,no_action
